# rmsd2ref '--rmsd' 'name == "CA"' '--target' 'first.pdb' 'namd.psf' 'sim4_1ns.dcd' - alan (Fri Sep 15 14:26:31 2017) {/home/alan/tmp/rhod} [2.3.3-beta 170907]
0	0.000489988
1	1.51124
2	1.71495
3	2.02971
4	2.12385
5	1.99897
6	1.82035
7	1.89111
8	2.27731
9	2.31124
10	2.21824
11	2.33638
12	2.46668
13	2.78957
14	2.60266
15	2.62664
16	2.57053
17	2.4288
18	2.5328
19	2.63038
20	2.56462
21	2.57627
22	2.6588
23	2.89813
24	2.63515
25	3.24489
26	3.20881
27	2.81843
28	2.76871
29	2.65761
30	2.96403
31	2.9965
32	2.97661
33	3.11336
34	3.30343
35	3.46669
36	3.59924
37	3.40397
38	3.58393
39	3.65717
40	3.4954
41	3.66933
42	3.50355
43	3.29605
44	3.58324
45	4.00504
46	3.94547
47	3.71848
48	3.77623
49	3.913
50	4.14733
51	3.58673
52	3.8265
53	3.53837
54	3.52547
55	3.78683
56	3.88239
57	3.74859
58	4.20381
59	3.83736
60	3.95462
61	3.90884
62	3.5226
63	4.1421
64	3.81531
65	3.46022
66	3.99949
67	3.69761
68	3.43297
69	3.36662
70	3.43502
71	3.45308
72	3.35501
73	3.53053
74	3.28288
75	3.43062
76	3.48958
77	3.60772
78	3.40678
79	3.60842
80	3.6913
81	3.49893
82	3.84575
83	3.66959
84	3.3706
85	3.69191
86	3.89461
87	3.71427
88	3.71211
89	3.55803
90	3.72492
91	3.80992
92	3.5629
93	3.96083
94	3.85816
95	4.08609
96	3.89268
97	3.82919
98	3.81536
99	3.68025
100	3.71969
101	3.78673
102	3.93092
103	4.20229
104	4.32775
105	4.34527
106	4.11972
107	3.88266
108	3.96129
109	4.23945
110	3.90184
111	4.38699
112	4.34876
113	4.38732
114	3.96233
115	3.98214
116	4.36228
117	4.35085
118	4.22722
119	3.95297
120	4.08554
121	3.95213
122	4.22121
123	4.06018
124	4.3711
125	4.34994
126	4.06492
127	4.24429
128	4.42875
129	4.57908
130	4.1303
131	4.02703
132	3.95955
133	4.26084
134	4.37479
135	4.71763
136	5.04569
137	4.74645
138	4.62708
139	4.24388
140	4.42467
141	4.25834
142	4.55193
143	4.39982
144	4.51477
145	4.59345
146	4.54808
147	4.24072
148	4.3897
149	4.47086
150	4.61392
151	4.29855
152	4.18144
153	4.44748
154	4.5189
155	4.31817
156	4.37096
157	4.15615
158	3.96129
159	4.57227
160	4.10681
161	4.20938
162	3.93623
163	4.49443
164	4.55823
165	4.56281
166	4.62951
167	4.45065
168	4.83862
169	5.00826
170	5.09947
171	5.13398
172	4.5979
173	4.89748
174	4.78631
175	5.01304
176	5.25674
177	4.89044
178	4.84214
179	4.55497
180	4.9038
181	4.76054
182	4.50618
183	4.89653
184	4.75131
185	4.73827
186	4.8999
187	5.06163
188	4.91756
189	4.62627
190	4.24368
191	4.20352
192	4.29679
193	4.68327
194	4.38399
195	4.05474
196	4.2794
197	4.44665
198	3.94044
199	4.08805
200	4.60102
201	4.60702
202	4.24879
203	4.4877
204	4.25693
205	4.08007
206	4.15729
207	4.56209
208	4.1844
209	4.64454
210	4.64383
211	4.32276
212	4.34837
213	4.36219
214	4.23418
215	3.9732
216	4.16355
217	4.29828
218	4.04608
219	4.2214
220	4.07733
221	4.43765
222	4.11134
223	4.16928
224	4.35652
225	4.36439
226	4.57022
227	4.2316
228	4.09772
229	3.99145
230	4.32591
231	4.05271
232	3.90461
233	4.07714
234	4.09772
235	3.91659
236	3.89648
237	3.6252
238	4.01438
239	3.8394
240	3.62125
241	3.9562
242	4.09077
243	4.04732
244	4.29821
245	4.31666
246	4.29926
247	4.03559
248	4.00002
249	3.9355
250	3.91689
251	3.66112
252	3.34037
253	3.41884
254	3.71826
255	3.56959
256	3.57253
257	3.68757
258	3.88813
259	4.13406
260	3.90924
261	4.25537
262	4.35243
263	4.28577
264	4.2863
265	4.18358
266	4.37286
267	3.99534
268	4.14081
269	4.40632
270	4.51363
271	4.15499
272	4.42546
273	3.95772
274	4.03058
275	4.16083
276	4.20476
277	4.12385
278	4.61315
279	4.22631
280	4.07691
281	4.12589
282	4.23104
283	3.92618
284	4.02517
285	4.1517
286	3.77204
287	4.02866
288	4.3145
289	3.93809
290	4.14594
291	4.30584
292	4.17211
293	4.30734
294	3.80141
295	4.04487
296	3.91808
297	4.45707
298	4.03341
299	4.33734
300	4.35442
301	4.1962
302	4.11975
303	4.30175
304	4.30137
305	4.27074
306	4.04229
307	4.19343
308	4.29035
309	4.03556
310	4.17389
311	4.04135
312	4.19272
313	4.33925
314	4.53783
315	4.42013
316	4.50777
317	4.27378
318	4.36864
319	4.21329
320	4.25291
321	4.18534
322	4.29312
323	4.30695
324	4.57791
325	4.15421
326	4.23924
327	4.47479
328	4.19672
329	4.18098
330	4.0164
331	4.63611
332	4.30653
333	4.13008
334	4.17306
335	4.07087
336	4.47622
337	4.23125
338	4.11081
339	4.16053
340	4.24142
